sample,adc,filtered,lead_off
108957,5772,-150.95,0
108958,6011,-156.56,0
108959,5811,-156.08,0
108960,5301,-150.82,0
108961,4770,-143.99,0
108962,4461,-139.02,0
108963,4596,-137.88,0
108964,5046,-140.12,0
108965,5616,-143.43,0
108966,5990,-144.93,0
108967,5937,-142.61,0
108968,5509,-136.23,0
108969,4957,-127.49,0
108970,4582,-119.01,0
108971,4575,-112.51,0
108972,4932,-107.67,0
108973,5491,-102.56,0
108974,5943,-95.14,0
108975,6035,-84.59,0
108976,5701,-71.93,0
108977,5154,-59.75,0
108978,4695,-51.17,0
108979,4566,-47.99,0
108980,4821,-49.31,0
108981,5360,-51.82,0
108982,5879,-51.49,0
108983,6089,-45.56,0
108984,5887,-33.95,0
108985,5373,-19.38,0
108986,4867,-6.10,0
108987,4632,2.40,0
108988,4808,5.66,0
108989,5336,6.94,0
108990,5958,12.00,0
108991,6362,26.78,0
108992,6339,55.08,0
108993,5941,97.05,0
108994,5357,148.94,0
108995,4992,204.34,0
108996,4981,256.41,0
108997,5372,300.20,0
108998,5922,333.78,0
108999,6361,357.65,0
109000,6461,373.29,0
109001,6156,382.13,0
109002,5629,385.36,0
109003,5164,384.34,0
109004,5027,381.08,0
109005,5295,378.20,0
109006,5836,378.52,0
109007,6346,384.12,0
109008,6552,395.35,0
109009,6339,410.36,0
109010,5778,425.23,0
109011,5208,434.99,0
109012,4908,435.12,0
109013,4990,423.25,0
109014,5423,399.95,0
109015,5951,368.06,0
109016,6264,331.35,0
109017,6166,293.10,0
109018,5709,255.26,0
109019,5116,218.23,0
109020,4717,181.62,0
109021,4683,145.38,0
109022,5027,110.51,0
109023,5578,78.69,0
109024,6007,51.46,0
109025,6062,29.41,0
109026,5706,11.81,0
109027,5135,-3.42,0
109028,4673,-18.92,0
109029,4549,-36.27,0
109030,4826,-54.73,0
109031,5348,-71.35,0
109032,5895,-82.55,0
109033,6077,-85.92,0
109034,5862,-81.40,0
109035,5331,-71.62,0
109036,4809,-60.99,0
109037,4543,-53.67,0
109038,4707,-51.59,0
109039,5168,-53.74,0
109040,5745,-57.08,0
109041,6072,-58.33,0
109042,5999,-55.57,0
109043,5537,-49.05,0
109044,4964,-41.09,0
109045,4576,-34.95,0
109046,4541,-33.24,0
109047,4848,-36.98,0
109048,5365,-46.19,0
109049,5783,-60.77,0
109050,5849,-80.79,0
109051,5597,-105.66,0
109052,5235,-132.95,0
109053,5100,-156.33,0
109054,5410,-163.60,0
109055,6275,-136.15,0
109056,7420,-50.78,0
109057,8559,115.74,0
109058,9416,380.83,0
109059,9845,751.24,0
109060,9943,1221.16,0
109061,9968,1773.51,0
109062,10086,2382.93,0
109063,10293,3018.41,0
109064,10374,3643.24,0
109065,10172,4212.18,0
109066,9510,4669.67,0
109067,8250,4953.38,0
109068,6649,5004.06,0
109069,5092,4778.96,0
109070,3988,4265.14,0
109071,3566,3488.69,0
109072,3756,2515.94,0
109073,4325,1444.89,0
109074,4882,388.47,0
109075,5137,-545.78,0
109076,5036,-1274.12,0
109077,4714,-1748.90,0
109078,4448,-1962.44,0
109079,4482,-1942.94,0
109080,4854,-1744.60,0
109081,5445,-1434.97,0
109082,5970,-1082.43,0
109083,6115,-745.70,0
109084,5849,-467.25,0
109085,5261,-270.88,0
109086,4705,-162.79,0
109087,4433,-134.64,0
109088,4563,-168.00,0
109089,5030,-239.52,0
109090,5588,-326.09,0
109091,5914,-408.69,0
109092,5818,-474.36,0
109093,5366,-516.74,0
109094,4830,-535.49,0
109095,4475,-534.50,0
109096,4533,-519.57,0
109097,4919,-496.35,0
109098,5497,-469.55,0
109099,5910,-442.78,0
109100,5950,-418.75,0
109101,5606,-399.35,0
109102,5043,-385.63,0
109103,4623,-377.62,0
109104,4528,-374.04,0
109105,4824,-372.33,0
109106,5346,-369.52,0
109107,5863,-363.56,0
109108,6046,-353.99,0
109109,5823,-341.71,0
109110,5293,-328.34,0
109111,4804,-315.64,0
109112,4583,-304.70,0
109113,4766,-295.32,0
109114,5260,-286.12,0
109115,5833,-275.34,0
109116,6146,-261.77,0
109117,6040,-245.21,0
109118,5594,-226.66,0
109119,5041,-208.07,0
109120,4727,-191.43,0
109121,4781,-177.59,0
109122,5182,-165.79,0
109123,5740,-154.28,0
109124,6133,-141.80,0
109125,6147,-128.50,0
109126,5760,-116.17,0
109127,5195,-107.56,0
109128,4776,-105.18,0
109129,4707,-109.66,0
109130,5017,-118.90,0
109131,5581,-128.66,0
109132,6096,-134.40,0
109133,6255,-132.97,0
109134,6030,-123.56,0
109135,5489,-107.86,0
109136,5002,-89.16,0
109137,4793,-70.86,0
109138,5012,-54.86,0
109139,5523,-40.89,0
109140,6094,-27.10,0
109141,6389,-11.39,0
109142,6273,7.24,0
109143,5829,28.02,0
109144,5287,48.78,0
109145,4949,67.24,0
109146,5013,82.11,0
109147,5424,93.63,0
109148,6006,103.13,0
109149,6394,112.11,0
109150,6407,121.39,0
109151,6035,130.48,0
109152,5470,137.72,0
109153,5056,141.34,0
109154,5000,140.74,0
109155,5320,137.42,0
109156,5895,134.53,0
109157,6413,135.57,0
109158,6557,142.92,0
109159,6301,156.87,0
109160,5797,175.30,0
109161,5294,194.71,0
109162,5095,211.99,0
109163,5303,225.76,0
109164,5820,236.62,0
109165,6386,246.49,0
109166,6687,257.45,0
109167,6568,270.75,0
109168,6103,286.15,0
109169,5566,302.08,0
109170,5247,316.52,0
109171,5318,328.28,0
109172,5769,337.73,0
109173,6352,346.51,0
109174,6761,356.68,0
109175,6776,369.57,0
109176,6410,384.94,0
109177,5861,401.05,0
109178,5452,415.66,0
109179,5411,427.36,0
109180,5755,436.63,0
109181,6339,445.66,0
109182,6838,457.21,0
109183,6988,473.16,0
109184,6728,493.37,0
109185,6191,515.54,0
109186,5697,536.13,0
109187,5488,551.94,0
109188,5687,561.52,0
109189,6195,565.47,0
109190,6717,565.67,0
109191,6988,564.03,0
109192,6838,561.43,0
109193,6359,557.44,0
109194,5805,550.76,0
109195,5487,540.37,0
109196,5569,526.60,0
109197,6005,511.55,0
109198,6568,498.37,0
109199,6933,489.80,0
109200,6923,486.67,0
109201,6540,487.43,0
109202,5974,488.85,0
109203,5548,487.69,0
109204,5477,482.15,0
109205,5783,472.51,0
109206,6330,460.55,0
109207,6773,448.38,0
109208,6868,437.09,0
109209,6565,425.98,0
109210,5995,412.68,0
109211,5461,394.27,0
109212,5225,368.82,0
109213,5386,336.30,0
109214,5866,298.54,0
109215,6366,258.30,0
109216,6589,218.18,0
109217,6408,179.62,0
109218,5883,142.44,0
109219,5304,105.25,0
109220,4971,66.56,0
109221,5021,26.10,0
109222,5420,-14.64,0
109223,5959,-53.13,0
109224,6323,-87.17,0
109225,6305,-115.75,0
109226,5889,-139.37,0
109227,5306,-159.72,0
109228,4892,-178.88,0
109229,4835,-198.16,0
109230,5142,-217.13,0
109231,5699,-234.04,0
109232,6167,-246.97,0
109233,6282,-254.93,0
109234,5975,-258.47,0
109235,5428,-259.79,0
109236,4947,-261.89,0
109237,4753,-266.92,0
109238,4973,-274.91,0
109239,5476,-283.87,0
109240,6009,-290.99,0
109241,6268,-294.17,0
109242,6093,-292.97,0
109243,5580,-288.92,0
109244,5044,-285.01,0
109245,4737,-284.29,0
109246,4839,-288.04,0
109247,5282,-294.94,0
109248,5863,-301.82,0
109249,6243,-305.20,0
109250,6206,-302.94,0
109251,5818,-295.14,0
109252,5247,-284.17,0
109253,4849,-273.28,0
109254,4807,-264.92,0
109255,5157,-259.54,0
109256,5718,-255.69,0
109257,6192,-251.12,0
109258,6315,-244.18,0
109259,6008,-234.64,0
109260,5473,-223.99,0
109261,4990,-214.66,0
109262,4840,-208.50,0
109263,5062,-205.41,0
109264,5582,-203.35,0
109265,6117,-199.60,0
109266,6366,-192.34,0
109267,6180,-181.52,0
109268,5673,-169.17,0
109269,5114,-158.71,0
109270,4823,-153.48,0
109271,4939,-154.97,0
109272,5375,-161.77,0
109273,5953,-170.38,0
109274,6334,-176.90,0
109275,6308,-178.63,0
109276,5907,-174.87,0
109277,5358,-166.96,0
109278,4959,-157.25,0
109279,4940,-147.63,0
109280,5268,-138.61,0
109281,5839,-129.49,0
109282,6277,-119.45,0
109283,6379,-108.52,0
109284,6038,-98.13,0
109285,5472,-91.05,0
109286,5006,-90.38,0
109287,4848,-97.74,0
109288,5102,-111.70,0
109289,5627,-127.96,0
109290,6148,-141.25,0
109291,6384,-147.59,0
109292,6181,-145.92,0
109293,5678,-138.46,0
109294,5114,-129.58,0
109295,4840,-123.83,0
109296,4953,-123.79,0
109297,5408,-128.96,0
109298,5949,-136.46,0
109299,6293,-143.05,0
109300,6229,-146.92,0
109301,5784,-148.64,0
109302,5208,-150.73,0
109303,4804,-156.26,0
109304,4791,-166.95,0
109305,5141,-181.98,0
109306,5706,-198.25,0
109307,6157,-212.02,0
109308,6262,-220.54,0
109309,5949,-223.08,0
109310,5383,-221.00,0
109311,4907,-217.01,0
109312,4745,-213.79,0
109313,4978,-212.64,0
109314,5494,-213.16,0
109315,5999,-214.06,0
109316,6211,-214.39,0
109317,6007,-214.42,0
109318,5493,-215.72,0
109319,4968,-220.43,0
109320,4677,-229.82,0
109321,4786,-243.18,0
109322,5246,-257.88,0
109323,5797,-270.57,0
109324,6141,-278.56,0
109325,6074,-280.96,0
109326,5633,-279.12,0
109327,5054,-276.16,0
109328,4690,-275.54,0
109329,4676,-279.20,0
109330,5026,-286.39,0
109331,5588,-294.33,0
109332,6028,-299.98,0
109333,6115,-301.56,0
109334,5777,-299.28,0
109335,5236,-295.14,0
109336,4773,-291.87,0
109337,4668,-291.19,0
109338,4927,-292.40,0
109339,5466,-292.60,0
109340,5975,-288.34,0
109341,6179,-277.74,0
109342,5960,-261.69,0
109343,5442,-243.74,0
109344,4908,-228.80,0
109345,4651,-220.89,0
109346,4785,-221.16,0
109347,5255,-227.41,0
109348,5795,-235.40,0
109349,6150,-241.00,0
109350,6082,-241.87,0
109351,5643,-238.12,0
109352,5093,-231.80,0
109353,4735,-225.67,0
109354,4733,-221.37,0
109355,5125,-218.45,0
109356,5687,-214.81,0
109357,6134,-208.12,0
109358,6191,-197.24,0
109359,5866,-183.08,0
109360,5301,-168.42,0
109361,4851,-156.74,0
109362,4705,-150.37,0
109363,4974,-149.37,0
109364,5516,-151.56,0
109365,6028,-153.74,0
109366,6232,-153.20,0
109367,6024,-148.93,0
109368,5512,-142.06,0
109369,5033,-134.96,0
109370,4736,-129.64,0
109371,4885,-126.45,0
109372,5344,-124.24,0
109373,5899,-121.29,0
109374,6216,-116.36,0
109375,6140,-109.50,0
109376,5698,-102.26,0
109377,5141,-97.13,0
109378,4795,-96.20,0
109379,4815,-99.72,0
109380,5203,-105.47,0
109381,5760,-109.68,0
109382,6191,-108.99,0
109383,6246,-102.06,0
109384,5884,-90.26,0
109385,5309,-77.30,0
109386,4849,-67.80,0
109387,4729,-65.25,0
109388,4989,-70.25,0
109389,5514,-80.44,0
109390,6018,-92.06,0
109391,6198,-101.83,0
109392,5965,-108.34,0
109393,5448,-112.44,0
109394,4944,-116.38,0
109395,4717,-122.01,0
109396,4853,-129.16,0
109397,5345,-135.58,0
109398,5894,-138.24,0
109399,6196,-135.08,0
109400,6107,-126.13,0
109401,5663,-113.87,0
109402,5086,-102.23,0
109403,4741,-94.98,0
109404,4758,-93.97,0
109405,5143,-98.28,0
109406,5731,-104.75,0
109407,6158,-109.62,0
109408,6212,-110.00,0
109409,5871,-105.07,0
109410,5308,-96.30,0
109411,4870,-86.58,0
109412,4754,-78.49,0
109413,5056,-72.88,0
109414,5590,-68.57,0
109415,6093,-63.38,0
109416,6244,-55.73,0
109417,5999,-46.00,0
109418,5454,-36.86,0
109419,4943,-32.14,0
109420,4705,-34.75,0
109421,4891,-44.78,0
109422,5383,-59.01,0
109423,5943,-72.29,0
109424,6220,-79.86,0
109425,6098,-79.61,0
109426,5637,-73.12,0
109427,5079,-64.84,0
109428,4741,-59.55,0
109429,4782,-59.89,0
109430,5162,-65.18,0
109431,5738,-72.32,0
109432,6154,-77.73,0
109433,6224,-78.98,0
109434,5898,-75.37,0
109435,5401,-67.58,0
109436,5019,-56.52,0
109437,4998,-41.86,0
109438,5340,-21.38,0
109439,5922,8.21,0
109440,6442,49.35,0
109441,6613,101.67,0
109442,6353,161.14,0
109443,5818,220.59,0
109444,5298,271.62,0
109445,5094,307.49,0
109446,5289,325.76,0
109447,5792,329.09,0
109448,6337,323.72,0
109449,6638,316.58,0
109450,6518,312.54,0
109451,6051,313.14,0
109452,5495,316.74,0
109453,5151,320.24,0
109454,5208,321.18,0
109455,5608,319.14,0
109456,6141,315.60,0
109457,6519,312.40,0
109458,6485,309.96,0
109459,6079,306.43,0
109460,5485,298.09,0
109461,5001,281.03,0
109462,4859,253.13,0
109463,5124,215.01,0
109464,5634,169.78,0
109465,6084,121.73,0
109466,6186,74.71,0
109467,5889,30.69,0
109468,5312,-10.79,0
109469,4790,-51.83,0
109470,4577,-94.21,0
109471,4763,-137.48,0
109472,5258,-178.44,0
109473,5796,-212.55,0
109474,6099,-236.04,0
109475,5964,-247.51,0
109476,5484,-248.50,0
109477,4937,-242.98,0
109478,4600,-235.72,0
109479,4642,-230.26,0
109480,5054,-227.79,0
109481,5630,-227.46,0
109482,6030,-227.40,0
109483,6039,-225.95,0
109484,5654,-222.66,0
109485,5087,-218.73,0
109486,4663,-216.23,0
109487,4583,-216.64,0
109488,4903,-219.61,0
109489,5429,-223.07,0
109490,5903,-224.58,0
109491,5999,-222.98,0
109492,5651,-219.59,0
109493,5027,-218.60,0
109494,4481,-226.09,0
109495,4239,-247.35,0
109496,4460,-283.89,0
109497,5037,-331.84,0
109498,5747,-382.28,0
109499,6296,-422.65,0
109500,6573,-438.23,0
109501,6584,-413.22,0
109502,6632,-331.54,0
109503,6951,-177.77,0
109504,7691,61.47,0
109505,8759,395.28,0
109506,9942,825.62,0
109507,10886,1344.70,0
109508,11014,1933.49,0
109509,10935,2560.78,0
109510,10309,3185.00,0
109511,9349,3759.16,0
109512,8342,4234.10,0
109513,7516,4558.43,0
109514,6857,4680.43,0
109515,6284,4555.94,0
109516,5595,4160.74,0
109517,4789,3502.43,0
109518,4000,2626.25,0
109519,3485,1612.28,0
109520,3393,564.14,0
109521,3793,-408.48,0
109522,4551,-1209.15,0
109523,5320,-1771.20,0
109524,5792,-2067.24,0
109525,5792,-2110.52,0
109526,5389,-1948.60,0
109527,4906,-1651.07,0
109528,4612,-1294.14,0
109529,4683,-945.63,0
109530,5077,-654.30,0
109531,5627,-445.76,0
109532,5991,-324.30,0
109533,5943,-278.57,0
109534,5526,-289.02,0
109535,4950,-334.78,0
109536,4544,-397.81,0
109537,4504,-463.89,0
109538,4837,-521.99,0
109539,5386,-563.93,0
109540,5865,-584.93,0
109541,5989,-584.38,0
109542,5691,-566.01,0
109543,5128,-537.36,0
109544,4649,-507.89,0
109545,4450,-486.04,0
109546,4668,-476.27,0
109547,5197,-477.93,0
109548,5761,-486.13,0
109549,6023,-494.03,0
109550,5846,-495.80,0
109551,5364,-489.22,0
109552,4837,-476.36,0
109553,4561,-461.65,0
109554,4655,-448.75,0
109555,5106,-438.50,0
109556,5678,-429.00,0
109557,6077,-417.14,0
109558,6062,-400.46,0
109559,5663,-378.67,0
109560,5110,-354.13,0
109561,4722,-330.88,0
109562,4701,-312.40,0
109563,5047,-299.53,0
109564,5617,-290.13,0
109565,6076,-280.46,0
109566,6194,-267.34,0
109567,5897,-249.98,0
109568,5360,-230.45,0
109569,4896,-212.70,0
109570,4741,-200.20,0
109571,4983,-193.78,0
109572,5503,-191.10,0
109573,6052,-187.88,0
109574,6302,-180.03,0
109575,6138,-165.58,0
109576,5663,-145.61,0
109577,5138,-123.73,0
109578,4861,-104.18,0
109579,4975,-89.52,0
109580,5411,-79.44,0
109581,5965,-71.45,0
109582,6346,-62.54,0
109583,6297,-50.94,0
109584,5885,-37.07,0
109585,5310,-23.58,0
109586,4914,-14.27,0
109587,4887,-11.91,0
109588,5254,-16.52,0
109589,5845,-24.93,0
109590,6313,-32.05,0
109591,6433,-33.03,0
109592,6145,-25.40,0
109593,5591,-10.14,0
109594,5090,8.93,0
109595,4930,26.89,0
109596,5181,40.07,0
109597,5731,47.69,0
109598,6261,51.95,0
109599,6507,56.44,0
109600,6348,63.94,0
109601,5861,74.96,0
109602,5334,87.84,0
109603,5072,100.05,0
109604,5211,110.11,0
109605,5679,118.75,0
109606,6259,128.62,0
109607,6623,142.64,0
109608,6590,162.20,0
109609,6173,186.14,0
109610,5638,210.94,0
109611,5252,232.37,0
109612,5246,247.61,0
109613,5621,256.66,0
109614,6185,262.18,0
109615,6649,267.91,0
109616,6757,276.83,0
109617,6471,289.75,0
109618,5953,305.30,0
109619,5496,320.96,0
109620,5359,334.71,0
109621,5623,346.27,0
109622,6154,357.22,0
109623,6654,369.89,0
109624,6881,385.67,0
109625,6662,403.67,0
109626,6166,420.58,0
109627,5636,431.90,0
109628,5362,434.12,0
109629,5503,426.73,0
109630,5975,412.78,0
109631,6556,397.74,0
109632,6897,387.35,0
109633,6828,385.23,0
109634,6396,391.28,0
109635,5848,401.88,0
109636,5463,411.86,0
109637,5451,417.23,0
109638,5825,416.87,0
109639,6397,412.54,0
109640,6847,407.60,0
109641,6933,405.15,0
109642,6616,406.52,0
109643,6073,410.71,0
109644,5595,415.15,0
109645,5444,417.27,0
109646,5717,415.99,0
109647,6224,412.26,0
109648,6735,408.28,0
109649,6925,405.93,0
109650,6691,405.29,0
109651,6168,404.15,0
109652,5614,398.80,0
109653,5320,385.92,0
109654,5412,364.41,0
109655,5873,335.87,0
109656,6411,303.95,0
109657,6702,272.76,0
109658,6608,245.07,0
109659,6142,220.97,0
109660,5550,198.07,0
109661,5143,173.01,0
109662,5102,143.50,0
109663,5429,109.45,0
109664,5961,72.78,0
109665,6364,36.12,0
109666,6401,1.50,0
109667,6030,-30.67,0
109668,5449,-61.78,0
109669,4985,-94.13,0
109670,4829,-129.08,0
109671,5074,-165.68,0
109672,5591,-200.85,0
109673,6083,-230.91,0
109674,6271,-253.36,0
109675,6030,-268.06,0
109676,5508,-277.49,0
109677,4965,-285.80,0
109678,4723,-296.74,0
109679,4869,-311.63,0
109680,5348,-328.56,0
109681,5918,-343.42,0
109682,6224,-352.02,0
109683,6132,-352.25,0
109684,5684,-345.31,0
109685,5127,-335.24,0
109686,4741,-326.94,0
109687,4774,-323.71,0
109688,5163,-325.87,0
109689,5729,-330.77,0
109690,6169,-334.47,0
109691,6207,-333.84,0
109692,5863,-328.14,0
109693,5297,-319.47,0
109694,4843,-311.50,0
109695,4723,-307.38,0
109696,4998,-307.92,0
109697,5534,-311.34,0
109698,6054,-314.48,0
109699,6231,-314.49,0
109700,6032,-310.25,0
109701,5514,-302.83,0
109702,5025,-294.66,0
109703,4799,-287.81,0
109704,4992,-282.36,0
109705,5480,-276.06,0
109706,6033,-265.45,0
109707,6343,-248.12,0
109708,6266,-224.25,0
109709,5821,-196.95,0
109710,5269,-170.94,0
109711,4932,-150.62,0
109712,4958,-138.09,0
109713,5365,-132.22,0
109714,5922,-129.48,0
109715,6297,-125.94,0
109716,6327,-119.58,0
109717,5959,-111.49,0
109718,5408,-105.22,0
109719,4969,-104.63,0
109720,4893,-111.44,0
109721,5181,-123.84,0
109722,5737,-137.07,0
109723,6237,-145.63,0
109724,6415,-145.69,0
109725,6179,-136.68,0
109726,5652,-121.42,0
109727,5143,-104.84,0
109728,4919,-91.65,0
109729,5084,-84.17,0
109730,5555,-81.67,0
109731,6089,-81.47,0
109732,6387,-80.92,0
109733,6270,-78.88,0
109734,5803,-76.29,0
109735,5244,-75.62,0
109736,4909,-79.39,0
109737,4965,-88.30,0
109738,5378,-100.27,0
109739,5937,-111.03,0
109740,6339,-116.31,0
109741,6366,-113.92,0
109742,6001,-104.90,0
109743,5427,-93.00,0
109744,4982,-83.01,0
109745,4895,-78.65,0
109746,5212,-80.75,0
109747,5767,-86.90,0
109748,6266,-92.80,0
109749,6415,-94.48,0
109750,6154,-90.37,0
109751,5641,-82.11,0
109752,5128,-73.43,0
109753,4963,-67.75,0
109754,5121,-65.95,0
109755,5605,-66.00,0
109756,6162,-64.62,0
109757,6447,-59.34,0
109758,6317,-49.72,0
109759,5850,-37.74,0
109760,5288,-27.09,0
109761,4940,-21.50,0
109762,4972,-22.95,0
109763,5368,-30.80,0
109764,5932,-42.34,0
109765,6299,-54.27,0
109766,6327,-64.23,0
109767,5949,-71.83,0
109768,5374,-78.49,0
109769,4949,-86.36,0
109770,4873,-96.74,0
109771,5180,-108.88,0
109772,5724,-120.01,0
109773,6193,-126.92,0
109774,6328,-127.81,0
109775,6046,-123.53,0
109776,5484,-117.61,0
109777,4979,-114.94,0
109778,4757,-119.46,0
109779,4937,-132.15,0
109780,5427,-150.59,0
109781,5977,-170.30,0
109782,6263,-186.77,0
109783,6104,-197.13,0
109784,5607,-201.40,0
109785,5039,-202.47,0
109786,4691,-204.55,0
109787,4737,-210.90,0
109788,5152,-222.18,0
109789,5719,-236.50,0
109790,6105,-250.62,0
109791,6124,-261.67,0
109792,5731,-268.44,0
109793,5186,-271.77,0
109794,4756,-273.61,0
109795,4687,-275.50,0
109796,4993,-277.46,0
109797,5541,-278.07,0
109798,6017,-275.63,0
109799,6149,-269.45,0
109800,5883,-260.57,0
109801,5356,-251.67,0
109802,4874,-245.81,0
109803,4681,-244.69,0
109804,4841,-247.50,0
109805,5345,-251.56,0
109806,5881,-253.87,0
109807,6158,-252.53,0
109808,6000,-247.38,0
109809,5497,-240.28,0
109810,4937,-234.70,0
109811,4616,-234.21,0
109812,4698,-240.48,0
109813,5116,-252.05,0
109814,5711,-264.95,0
109815,6130,-274.42,0
109816,6147,-276.67,0
109817,5774,-270.13,0
109818,5216,-255.96,0
109819,4813,-237.28,0
109820,4747,-217.48,0
109821,5079,-198.60,0
109822,5644,-180.89,0
109823,6121,-163.53,0
109824,6242,-145.85,0
109825,5941,-128.47,0
109826,5374,-113.87,0
109827,4871,-105.56,0
109828,4675,-106.25,0
109829,4885,-115.95,0
109830,5397,-131.48,0
109831,5950,-147.77,0
109832,6237,-159.82,0
109833,6080,-164.52,0
109834,5599,-161.54,0
109835,5033,-153.38,0
109836,4733,-143.85,0
109837,4846,-136.01,0
109838,5266,-130.43,0
109839,5846,-125.36,0
109840,6213,-118.41,0
109841,6192,-108.39,0
109842,5801,-96.31,0
109843,5241,-84.97,0
109844,4866,-77.39,0
109845,4824,-74.69,0
109846,5159,-75.14,0
109847,5716,-75.06,0
109848,6181,-70.91,0
109849,6271,-61.15,0
109850,5973,-47.27,0
109851,5431,-33.38,0
109852,4952,-24.31,0
109853,4805,-22.99,0
109854,5051,-28.66,0
109855,5594,-36.88,0
109856,6161,-41.55,0
109857,6453,-37.38,0
109858,6325,-21.80,0
109859,5892,4.46,0
109860,5362,38.15,0
109861,5094,75.18,0
109862,5213,112.29,0
109863,5675,148.11,0
109864,6245,182.87,0
109865,6595,217.11,0
109866,6576,250.22,0
109867,6180,279.83,0
109868,5653,302.71,0
109869,5269,316.59,0
109870,5245,321.84,0
109871,5603,321.76,0
109872,6180,321.33,0
109873,6645,325.22,0
109874,6749,335.92,0
109875,6450,352.73,0
109876,5897,371.94,0
109877,5413,388.48,0
109878,5201,398.11,0
109879,5433,399.05,0
109880,5906,392.24,0
109881,6361,380.10,0
109882,6531,364.53,0
109883,6281,345.19,0
109884,5731,319.30,0
109885,5145,283.14,0
109886,4818,234.41,0
109887,4914,174.26,0
109888,5362,107.75,0
109889,5915,42.59,0
109890,6251,-13.44,0
109891,6192,-55.28,0
109892,5752,-82.21,0
109893,5170,-97.69,0
109894,4751,-107.40,0
109895,4720,-116.60,0
109896,5077,-128.02,0
109897,5622,-141.30,0
109898,6084,-154.18,0
109899,6178,-164.24,0
109900,5857,-170.47,0
109901,5289,-173.79,0
109902,4823,-176.60,0
109903,4678,-181.06,0
109904,4937,-187.37,0
109905,5458,-193.27,0
109906,5995,-195.46,0
109907,6225,-191.44,0
109908,6044,-180.90,0
109909,5538,-166.06,0
109910,5002,-150.77,0
109911,4713,-138.83,0
109912,4826,-132.25,0
109913,5276,-130.56,0
109914,5821,-131.47,0
109915,6121,-132.56,0
109916,6005,-133.05,0
109917,5502,-135.01,0
109918,4903,-143.02,0
109919,4522,-161.89,0
109920,4569,-193.35,0
109921,5038,-233.59,0
109922,5808,-272.99,0
109923,6527,-297.90,0
109924,6963,-293.10,0
109925,7117,-244.10,0
109926,7090,-138.57,0
109927,7182,33.34,0
109928,7649,278.90,0
109929,8485,602.28,0
109930,9639,1003.41,0
109931,10766,1476.71,0
109932,10991,2009.47,0
109933,10976,2578.41,0
109934,10699,3148.14,0
109935,9781,3676.58,0
109936,8574,4121.19,0
109937,7434,4437.68,0
109938,6589,4576.47,0
109939,6049,4487.16,0
109940,5583,4133.33,0
109941,5038,3510.15,0
109942,4402,2655.33,0
109943,3831,1647.88,0
109944,3534,594.92,0
109945,3688,-388.94,0
109946,4250,-1203.40,0
109947,5003,-1779.85,0
109948,5634,-2090.67,0
109949,5847,-2149.58,0
109950,5625,-2004.24,0
109951,5148,-1723.65,0
109952,4720,-1382.90,0
109953,4643,-1048.46,0
109954,4860,-767.39,0
109955,5383,-563.25,0
109956,5913,-438.52,0
109957,6111,-380.91,0
109958,5913,-371.01,0
109959,5404,-389.20,0
109960,4878,-420.11,0
109961,4620,-453.56,0
109962,4768,-483.09,0
109963,5247,-504.02,0
109964,5801,-512.58,0
109965,6127,-506.57,0
109966,6033,-486.78,0
109967,5575,-457.97,0
109968,5009,-428.24,0
109969,4647,-406.41,0
109970,4652,-398.29,0
109971,5035,-404.21,0
109972,5616,-419.06,0
109973,6080,-434.73,0
109974,6153,-443.35,0
109975,5824,-440.41,0
109976,5271,-426.37,0
109977,4811,-406.01,0
109978,4693,-385.54,0
109979,4969,-369.38,0
109980,5518,-358.23,0
109981,6036,-349.46,0
109982,6246,-339.22,0
109983,6021,-324.95,0
109984,5495,-307.21,0
109985,5005,-289.58,0
109986,4771,-276.41,0
109987,4944,-269.73,0
109988,5410,-267.77,0
109989,5980,-265.91,0
109990,6306,-259.23,0
109991,6217,-245.03,0
109992,5771,-224.24,0
109993,5205,-201.31,0
109994,4855,-182.18,0
109995,4896,-171.26,0
109996,5296,-168.94,0
109997,5886,-171.44,0
109998,6319,-172.71,0
109999,6389,-167.45,0
110000,6050,-153.55,0
110001,5505,-132.89,0
110002,5067,-110.20,0
110003,4967,-90.31,0
110004,5258,-75.62,0
110005,5813,-65.12,0
110006,6305,-55.47,0
110007,6482,-43.32,0
110008,6247,-27.57,0
110009,5718,-10.41,0
110010,5212,3.73,0
110011,4977,10.60,0
110012,5146,8.77,0
110013,5635,0.62,0
110014,6178,-8.76,0
110015,6496,-14.04,0
110016,6379,-12.14,0
110017,5937,-3.65,0
110018,5390,7.60,0
110019,5037,16.70,0
110020,5112,20.42,0
110021,5543,19.16,0
110022,6111,16.90,0
110023,6533,19.11,0
110024,6569,29.62,0
110025,6223,48.50,0
110026,5658,71.99,0
110027,5211,94.23,0
110028,5116,110.05,0
110029,5434,117.29,0
110030,5994,117.79,0
110031,6498,116.24,0
110032,6684,117.66,0
110033,6454,124.96,0
110034,5942,137.69,0
110035,5449,152.74,0
110036,5228,166.43,0
110037,5420,176.76,0
110038,5953,184.52,0
110039,6502,192.79,0
110040,6822,205.18,0
110041,6724,223.60,0
110042,6284,247.01,0
110043,5752,271.85,0
110044,5413,293.87,0
110045,5469,310.32,0
110046,5888,321.22,0
110047,6442,329.04,0
110048,6840,337.03,0
110049,6834,347.07,0
110050,6482,358.28,0
110051,5919,367.31,0
110052,5464,370.20,0
110053,5372,364.57,0
