sample,adc,filtered,lead_off
22752,5192,213.79,0
22753,4395,240.59,0
22754,4335,240.02,0
22755,5030,212.76,0
22756,6158,167.50,0
22757,7070,116.81,0
22758,7309,72.56,0
22759,6726,42.56,0
22760,5688,29.37,0
22761,4781,31.33,0
22762,4523,45.17,0
22763,5075,68.73,0
22764,6202,102.16,0
22765,7299,147.05,0
22766,7790,204.45,0
22767,7387,272.46,0
22768,6324,344.62,0
22769,5147,410.31,0
22770,4476,457.37,0
22771,4621,476.08,0
22772,5485,462.42,0
22773,6606,419.20,0
22774,7347,355.08,0
22775,7302,282.05,0
22776,6511,212.33,0
22777,5412,155.53,0
22778,4649,117.29,0
22779,4591,99.55,0
22780,5244,101.43,0
22781,6333,119.38,0
22782,7214,147.23,0
22783,7405,177.16,0
22784,6817,201.41,0
22785,5787,214.28,0
22786,4878,213.89,0
22787,4604,203.27,0
22788,5081,189.59,0
22789,6095,181.30,0
22790,7092,184.42,0
22791,7547,199.86,0
22792,7193,223.38,0
22793,6225,247.76,0
22794,5199,266.00,0
22795,4703,274.33,0
22796,5013,274.22,0
22797,5981,272.23,0
22798,7056,277.24,0
22799,7635,295.74,0
22800,7293,327.03,0
22801,6177,360.63,0
22802,4805,377.61,0
22803,3862,356.53,0
22804,3722,281.90,0
22805,4393,151.06,0
22806,5527,-24.14,0
22807,6483,-220.86,0
22808,6719,-411.63,0
22809,6158,-571.30,0
22810,5135,-682.53,0
22811,4288,-738.09,0
22812,4061,-739.59,0
22813,4576,-694.51,0
22814,5600,-614.03,0
22815,6615,-512.27,0
22816,7028,-405.21,0
22817,6611,-308.65,0
22818,5596,-235.79,0
22819,4571,-194.72,0
22820,4058,-186.34,0
22821,4312,-203.68,0
22822,5199,-234.18,0
22823,6274,-264.51,0
22824,6896,-285.40,0
22825,6719,-294.21,0
22826,5827,-294.86,0
22827,4707,-295.30,0
22828,3982,-303.23,0
22829,4017,-321.87,0
22830,4793,-347.89,0
22831,5960,-372.95,0
22832,6881,-387.48,0
22833,7074,-384.50,0
22834,6447,-362.03,0
22835,5345,-323.55,0
22836,4396,-276.51,0
22837,4096,-229.57,0
22838,4600,-189.56,0
22839,5659,-159.94,0
22840,6730,-140.71,0
22841,7224,-129.30,0
22842,6871,-121.63,0
22843,5848,-113.70,0
22844,4700,-103.31,0
22845,4044,-91.45,0
22846,4198,-82.17,0
22847,5033,-81.15,0
22848,6118,-93.50,0
22849,6786,-121.81,0
22850,6667,-165.09,0
22851,5828,-219.08,0
22852,4745,-277.59,0
22853,4038,-333.49,0
22854,4091,-379.13,0
22855,4859,-406.89,0
22856,6027,-410.82,0
22857,6934,-388.75,0
22858,7126,-343.35,0
22859,6503,-281.72,0
22860,5437,-213.62,0
22861,4533,-148.81,0
22862,4247,-94.18,0
22863,4735,-52.29,0
22864,5758,-22.16,0
22865,6770,-1.46,0
22866,7183,11.75,0
22867,6762,18.25,0
22868,5751,17.70,0
22869,4714,9.38,0
22870,4204,-6.22,0
22871,4479,-25.98,0
22872,5401,-44.50,0
22873,6490,-56.13,0
22874,7114,-57.60,0
22875,6940,-49.75,0
22876,6062,-37.53,0
22877,4943,-28.13,0
22878,4221,-27.75,0
22879,4280,-38.46,0
22880,4985,-56.80,0
22881,6084,-75.87,0
22882,6935,-89.22,0
22883,7077,-93.87,0
22884,6434,-90.80,0
22885,5373,-83.71,0
22886,4506,-76.55,0
22887,4286,-71.04,0
22888,4814,-65.38,0
22889,5842,-55.64,0
22890,6815,-38.81,0
22891,7208,-15.21,0
22892,6780,11.08,0
22893,5773,33.81,0
22894,4738,47.08,0
22895,4257,47.97,0
22896,4556,38.10,0
22897,5474,23.25,0
22898,6545,10.61,0
22899,7142,5.30,0
22900,6923,7.96,0
22901,6009,14.30,0
22902,4857,16.81,0
22903,4065,8.02,0
22904,4017,-16.37,0
22905,4708,-56.13,0
22906,5819,-107.22,0
22907,6722,-163.45,0
22908,6938,-217.55,0
22909,6357,-262.07,0
22910,5351,-290.44,0
22911,4501,-298.06,0
22912,4227,-282.89,0
22913,4705,-246.02,0
22914,5703,-192.48,0
22915,6644,-131.27,0
22916,6984,-73.81,0
22917,6503,-31.46,0
22918,5449,-13.25,0
22919,4415,-23.84,0
22920,3911,-61.91,0
22921,4204,-119.67,0
22922,5136,-184.71,0
22923,6253,-243.66,0
22924,6908,-285.96,0
22925,6752,-306.28,0
22926,5900,-305.26,0
22927,4803,-288.51,0
22928,4095,-263.91,0
22929,4153,-238.30,0
22930,4952,-215.05,0
22931,6121,-193.60,0
22932,6993,-170.93,0
22933,7128,-143.81,0
22934,6453,-111.16,0
22935,5316,-75.17,0
22936,4365,-40.93,0
22937,4074,-14.40,0
22938,4584,-0.09,0
22939,5641,0.59,0
22940,6671,-10.54,0
22941,7103,-29.11,0
22942,6707,-49.50,0
22943,5688,-66.55,0
22944,4626,-77.11,0
22945,4065,-80.68,0
22946,4267,-79.11,0
22947,5128,-75.92,0
22948,6206,-75.61,0
22949,6861,-82.29,0
22950,6751,-97.92,0
22951,5982,-121.21,0
22952,4989,-147.48,0
22953,4373,-169.18,0
22954,4458,-177.12,0
22955,5189,-163.08,0
22956,6215,-123.45,0
22957,6926,-62.38,0
22958,6911,7.78,0
22959,6145,69.28,0
22960,5025,104.23,0
22961,4173,100.72,0
22962,4001,57.77,0
22963,4598,-13.63,0
22964,5707,-94.13,0
22965,6735,-162.85,0
22966,7135,-203.83,0
22967,6681,-210.11,0
22968,5629,-184.71,0
22969,4575,-138.72,0
22970,4058,-86.92,0
22971,4312,-42.68,0
22972,5205,-14.63,0
22973,6279,-5.99,0
22974,6912,-15.47,0
22975,6750,-38.59,0
22976,5912,-69.33,0
22977,4839,-101.50,0
22978,4145,-129.63,0
22979,4192,-149.17,0
22980,4933,-156.82,0
22981,6005,-151.46,0
22982,6805,-135.01,0
22983,6897,-112.42,0
22984,6237,-90.28,0
22985,5180,-74.68,0
22986,4353,-68.95,0
22987,4163,-72.00,0
22988,4765,-78.42,0
22989,5898,-80.42,0
22990,6941,-70.54,0
22991,7325,-44.02,0
22992,6837,-0.62,0
22993,5758,54.31,0
22994,4693,110.67,0
22995,4236,156.99,0
22996,4595,185.15,0
22997,5599,193.89,0
22998,6734,188.84,0
22999,7356,179.52,0
23000,7150,174.95,0
23001,6236,179.88,0
23002,5088,193.23,0
23003,4345,209.46,0
23004,4369,221.74,0
23005,5101,225.02,0
23006,6200,217.42,0
23007,7029,199.92,0
23008,7174,175.55,0
23009,6559,148.65,0
23010,5578,124.47,0
23011,4785,108.98,0
23012,4629,108.43,0
23013,5204,128.08,0
23014,6263,170.01,0
23015,7194,231.21,0
23016,7494,303.27,0
23017,6970,373.86,0
23018,5868,429.36,0
23019,4783,458.17,0
23020,4283,453.77,0
23021,4549,416.73,0
23022,5441,354.31,0
23023,6479,277.62,0
23024,7055,197.82,0
23025,6850,123.59,0
23026,5951,59.90,0
23027,4841,8.21,0
23028,4134,-32.42,0
23029,4189,-63.70,0
23030,4961,-86.75,0
23031,6077,-101.93,0
23032,6882,-109.48,0
23033,6918,-110.33,0
23034,6169,-107.13,0
23035,5020,-104.47,0
23036,4099,-107.94,0
23037,3866,-121.87,0
23038,4439,-147.21,0
23039,5515,-180.97,0
23040,6545,-217.27,0
23041,6962,-249.08,0
23042,6563,-269.94,0
23043,5630,-275.32,0
23044,4693,-263.06,0
23045,4265,-232.98,0
23046,4583,-186.42,0
23047,5476,-126.66,0
23048,6479,-59.91,0
23049,6969,4.57,0
23050,6661,55.59,0
23051,5684,82.21,0
23052,4542,76.35,0
23053,3828,35.51,0
23054,3882,-35.51,0
23055,4641,-125.34,0
23056,5717,-219.36,0
23057,6493,-304.10,0
23058,6564,-370.70,0
23059,5891,-416.08,0
23060,4861,-441.80,0
23061,4160,-451.19,0
23062,4237,-445.53,0
23063,5177,-420.78,0
23064,6701,-366.52,0
23065,8156,-267.81,0
23066,8989,-109.14,0
23067,9037,121.02,0
23068,8564,426.72,0
23069,8150,804.05,0
23070,8344,1243.48,0
23071,9284,1733.59,0
23072,10676,2263.05,0
23073,11025,2816.98,0
23074,11041,3365.89,0
23075,10718,3858.36,0
23076,9225,4231.62,0
23077,7170,4431.78,0
23078,5373,4423.97,0
23079,4449,4191.12,0
23080,4444,3732.81,0
23081,4972,3068.72,0
23082,5424,2242.13,0
23083,5329,1318.66,0
23084,4633,378.36,0
23085,3756,-496.23,0
23086,3201,-1232.16,0
23087,3356,-1775.07,0
23088,4227,-2094.96,0
23089,5502,-2189.25,0
23090,6566,-2082.61,0
23091,6890,-1822.73,0
23092,6358,-1472.35,0
23093,5259,-1098.88,0
23094,4249,-762.85,0
23095,3815,-507.56,0
23096,4172,-352.66,0
23097,5140,-294.22,0
23098,6230,-310.71,0
23099,6805,-371.93,0
23100,6570,-447.78,0
23101,5653,-514.98,0
23102,4585,-560.53,0
23103,3933,-581.11,0
23104,4017,-579.87,0
23105,4805,-562.89,0
23106,5916,-536.92,0
23107,6707,-508.09,0
23108,6766,-481.08,0
23109,6060,-458.80,0
23110,4975,-442.68,0
23111,4129,-432.84,0
23112,3961,-428.11,0
23113,4549,-426.10,0
23114,5620,-423.84,0
23115,6587,-418.88,0
23116,6901,-409.95,0
23117,6389,-397.31,0
23118,5351,-382.89,0
23119,4378,-369.79,0
23120,3966,-360.64,0
23121,4353,-355.88,0
23122,5348,-353.29,0
23123,6447,-349.04,0
23124,7017,-339.33,0
23125,6753,-322.12,0
23126,5808,-298.40,0
23127,4682,-272.55,0
23128,3983,-250.89,0
23129,4050,-239.17,0
23130,4830,-240.47,0
23131,5958,-254.37,0
23132,6794,-277.35,0
23133,6921,-303.39,0
23134,6268,-325.10,0
23135,5229,-335.48,0
23136,4402,-329.64,0
23137,4221,-305.97,0
23138,4768,-266.53,0
23139,5811,-216.85,0
23140,6756,-165.02,0
23141,7086,-119.38,0
23142,6601,-86.18,0
23143,5583,-68.21,0
23144,4610,-64.79,0
23145,4204,-72.23,0
23146,4602,-84.55,0
23147,5588,-94.83,0
23148,6677,-96.96,0
23149,7250,-87.32,0
23150,6988,-65.78,0
23151,6047,-35.88,0
23152,4916,-4.20,0
23153,4211,21.48,0
23154,4271,34.66,0
23155,5043,32.06,0
23156,6176,14.23,0
23157,7010,-14.81,0
23158,7097,-48.33,0
23159,6437,-78.43,0
23160,5389,-98.05,0
23161,4555,-102.54,0
23162,4388,-90.35,0
23163,4956,-62.97,0
23164,5996,-24.79,0
23165,6915,17.57,0
23166,7177,56.44,0
23167,6658,84.62,0
23168,5643,96.79,0
23169,4687,91.02,0
23170,4313,70.03,0
23171,4662,41.00,0
23172,5632,13.24,0
23173,6684,-5.33,0
23174,7237,-10.71,0
23175,7000,-3.36,0
23176,6121,12.76,0
23177,5071,32.18,0
23178,4487,50.37,0
23179,4644,65.76,0
23180,5467,80.23,0
23181,6580,97.47,0
23182,7367,120.46,0
23183,7420,149.83,0
23184,6712,183.67,0
23185,5682,218.45,0
23186,4873,250.76,0
23187,4735,278.94,0
23188,5319,303.52,0
23189,6355,326.00,0
23190,7236,346.93,0
23191,7454,364.76,0
23192,6870,375.57,0
23193,5797,374.06,0
23194,4788,355.54,0
23195,4412,318.60,0
23196,4830,267.04,0
23197,5835,209.69,0
23198,6909,157.84,0
23199,7478,121.46,0
23200,7228,106.20,0
23201,6341,112.11,0
23202,5285,134.39,0
23203,4681,165.84,0
23204,4852,199.91,0
23205,5719,232.84,0
23206,6832,264.11,0
23207,7552,294.83,0
23208,7500,325.35,0
23209,6669,353.19,0
23210,5507,372.65,0
23211,4644,376.83,0
23212,4513,361.02,0
23213,5127,325.66,0
23214,6200,276.69,0
23215,7111,223.19,0
23216,7337,173.78,0
23217,6728,133.64,0
23218,5603,102.68,0
23219,4571,76.19,0
23220,4137,47.64,0
23221,4511,12.33,0
23222,5480,-30.56,0
23223,6546,-78.06,0
23224,7092,-124.98,0
23225,6791,-165.89,0
23226,5842,-197.24,0
23227,4739,-218.64,0
23228,4092,-232.48,0
23229,4169,-242.21,0
23230,4936,-250.95,0
23231,5975,-261.32,0
23232,6677,-275.82,0
23233,6652,-296.69,0
23234,5915,-325.32,0
23235,4867,-361.34,0
23236,4111,-401.59,0
23237,4040,-439.82,0
23238,4714,-467.70,0
23239,5812,-477.39,0
23240,6770,-464.51,0
23241,7056,-429.68,0
23242,6521,-378.32,0
23243,5458,-319.17,0
23244,4459,-262.27,0
23245,4009,-216.44,0
23246,4329,-187.55,0
23247,5224,-178.16,0
23248,6190,-188.41,0
23249,6654,-217.02,0
23250,6344,-261.66,0
23251,5435,-318.91,0
23252,4457,-383.74,0
23253,3921,-448.68,0
23254,4116,-503.73,0
23255,4962,-538.44,0
23256,6070,-545.55,0
23257,6817,-523.75,0
23258,6796,-478.16,0
23259,6039,-418.76,0
23260,4954,-357.57,0
23261,4147,-305.38,0
23262,4034,-268.84,0
23263,4647,-249.21,0
23264,5685,-243.42,0
23265,6574,-246.70,0
23266,6813,-254.90,0
23267,6271,-265.61,0
23268,5242,-278.03,0
23269,4333,-291.96,0
23270,4012,-306.11,0
23271,4446,-317.05,0
23272,5436,-319.98,0
23273,6469,-311.03,0
23274,6976,-289.34,0
23275,6679,-257.74,0
23276,5751,-221.88,0
23277,4699,-188.53,0
23278,4099,-163.23,0
23279,4223,-148.46,0
23280,5021,-143.48,0
23281,6067,-145.81,0
23282,6736,-153.13,0
23283,6662,-164.52,0
23284,5905,-180.70,0
23285,4870,-202.94,0
23286,4153,-230.79,0
23287,4105,-260.25,0
23288,4775,-283.90,0
23289,5854,-293.72,0
23290,6755,-284.65,0
23291,6997,-256.71,0
23292,6448,-215.00,0
23293,5413,-167.95,0
23294,4479,-124.50,0
23295,4111,-91.29,0
23296,4507,-70.88,0
23297,5472,-62.07,0
23298,6487,-61.67,0
23299,6963,-66.21,0
23300,6644,-73.14,0
23301,5691,-81.54,0
23302,4676,-91.86,0
23303,4129,-104.52,0
23304,4360,-118.00,0
23305,5268,-128.02,0
23306,6392,-128.74,0
23307,7105,-115.18,0
23308,7004,-85.91,0
23309,6160,-44.88,0
23310,5010,-1.23,0
23311,4186,33.43,0
23312,4107,49.55,0
23313,4777,43.45,0
23314,5865,18.51,0
23315,6747,-16.92,0
23316,6948,-53.29,0
23317,6344,-83.53,0
23318,5259,-105.19,0
23319,4309,-120.15,0
23320,3957,-132.18,0
23321,4400,-144.12,0
23322,5405,-156.33,0
23323,6465,-167.07,0
23324,6977,-173.63,0
23325,6673,-173.63,0
23326,5744,-166.17,0
23327,4723,-152.29,0
23328,4158,-134.19,0
23329,4352,-113.75,0
23330,5206,-91.81,0
23331,6282,-68.56,0
23332,6963,-44.62,0
23333,6846,-21.87,0
23334,6007,-3.90,0
23335,4867,4.40,0
23336,4050,-1.59,0
23337,3934,-23.90,0
23338,4574,-60.71,0
23339,5660,-106.81,0
23340,6601,-155.16,0
23341,6888,-198.35,0
23342,6392,-229.71,0
23343,5419,-244.26,0
23344,4548,-239.31,0
23345,4229,-214.40,0
23346,4628,-171.28,0
23347,5584,-114.38,0
23348,6554,-51.25,0
23349,6980,8.39,0
23350,6593,54.68,0
23351,5591,79.50,0
23352,4520,78.12,0
23353,3953,50.45,0
23354,4161,1.93,0
23355,5081,-57.07,0
23356,6272,-113.56,0
23357,7062,-154.71,0
23358,7055,-170.56,0
23359,6274,-156.56,0
23360,5177,-115.11,0
23361,4362,-54.91,0
23362,4215,11.81,0
23363,4771,72.50,0
23364,5761,116.38,0
23365,6568,135.48,0
23366,6693,125.54,0
23367,6040,86.24,0
23368,4990,20.83,0
23369,4128,-63.91,0
23370,3878,-157.10,0
23371,4422,-244.10,0
23372,5487,-309.23,0
23373,6538,-340.05,0
23374,6996,-331.27,0
23375,6632,-286.58,0
23376,5665,-217.79,0
23377,4625,-141.30,0
23378,4056,-72.87,0
23379,4233,-23.12,0
23380,5025,4.05,0
23381,6058,9.94,0
23382,6693,-1.74,0
23383,6601,-26.94,0
23384,5834,-61.98,0
23385,4818,-103.04,0
23386,4143,-145.01,0
23387,4157,-180.63,0
23388,4858,-201.37,0
23389,5948,-200.24,0
23390,6769,-174.97,0
23391,6879,-129.75,0
23392,6221,-74.98,0
23393,5118,-24.79,0
23394,4230,7.46,0
23395,3999,14.19,0
23396,4516,-3.00,0
23397,5538,-34.08,0
23398,6549,-65.33,0
23399,6970,-85.09,0
23400,6587,-87.75,0
23401,5625,-74.79,0
23402,4586,-52.93,0
23403,4012,-30.52,0
23404,4195,-14.18,0
23405,4999,-7.39,0
23406,6035,-11.06,0
23407,6668,-24.73,0
23408,6549,-47.34,0
23409,5742,-77.53,0
23410,4695,-113.52,0
23411,4009,-152.38,0
23412,4047,-189.00,0
23413,4809,-216.10,0
23414,5939,-225.92,0
23415,6808,-213.01,0
23416,6928,-176.76,0
23417,6249,-122.89,0
23418,5121,-62.91,0
23419,4175,-11.10,0
23420,3882,20.35,0
23421,4384,25.73,0
23422,5427,7.54,0
23423,6460,-25.30,0
23424,6901,-61.09,0
23425,6493,-89.55,0
23426,5466,-105.23,0
23427,4401,-108.89,0
23428,3852,-105.93,0
23429,4066,-102.81,0
23430,4951,-103.92,0
23431,6063,-110.46,0
23432,6789,-120.72,0
23433,6740,-130.81,0
23434,5972,-136.09,0
23435,4931,-132.68,0
23436,4255,-118.42,0
23437,4288,-92.53,0
23438,5021,-54.89,0
23439,6137,-6.13,0
23440,7031,51.63,0
23441,7226,114.59,0
23442,6640,177.85,0
23443,5595,236.26,0
23444,4691,285.53,0
23445,4376,323.25,0
23446,4813,349.17,0
23447,5766,364.34,0
23448,6724,369.74,0
23449,7176,365.67,0
23450,6874,352.68,0
23451,6008,333.10,0
23452,5064,311.92,0
23453,4565,296.34,0
23454,4798,293.67,0
23455,5621,308.37,0
23456,6598,339.59,0
23457,7139,380.29,0
23458,6904,418.55,0
23459,5998,440.59,0
23460,4866,434.57,0
23461,4126,394.49,0
23462,4124,322.82,0
23463,4872,230.51,0
23464,6001,134.02,0
23465,6921,50.67,0
23466,7124,-5.71,0
23467,6534,-27.75,0
23468,5481,-15.85,0
23469,4532,22.63,0
23470,4189,75.83,0
23471,4597,130.49,0
23472,5533,174.53,0
23473,6461,198.85,0
23474,6811,198.32,0
23475,6406,172.07,0
23476,5426,123.06,0
23477,4463,57.53,0
23478,4006,-15.23,0
23479,4290,-83.55,0
23480,5199,-135.44,0
23481,6266,-162.04,0
23482,6871,-160.42,0
23483,6687,-134.74,0
23484,5830,-95.27,0
23485,4752,-55.42,0
23486,4076,-27.15,0
23487,4116,-16.55,0
23488,4884,-21.87,0
23489,5998,-35.14,0
23490,6859,-46.12,0
23491,7003,-46.48,0
23492,6376,-32.65,0
23493,5260,-6.63,0
23494,4325,25.09,0
23495,4012,54.10,0
23496,4470,73.07,0
23497,5476,77.80,0
23498,6493,67.89,0
23499,6962,46.64,0
23500,6669,20.34,0
23501,5887,-2.75,0
23502,5137,-13.14,0
23503,4930,0.01,0
23504,5508,48.71,0
23505,6784,144.59,0
23506,8218,296.33,0
23507,9294,507.64,0
23508,9656,776.75,0
23509,9385,1097.70,0
23510,8957,1463.04,0
23511,8848,1866.72,0
23512,9331,2305.46,0
23513,10142,2776.04,0
23514,10833,3267.67,0
23515,10896,3752.16,0
23516,10022,4178.51,0
23517,8201,4477.17,0
23518,6001,4573.78,0
23519,4153,4408.08,0
23520,3243,3952.49,0
23521,3357,3224.61,0
23522,4217,2288.86,0
23523,5245,1245.84,0
23524,5828,213.21,0
23525,5665,-696.47,0
23526,4940,-1395.52,0
23527,4195,-1834.56,0
23528,3913,-2006.66,0
23529,4344,-1942.50,0
23530,5322,-1699.69,0
23531,6388,-1349.71,0
23532,6940,-965.11,0
23533,6713,-608.81,0
23534,5795,-326.76,0
23535,4670,-144.24,0
23536,3950,-65.57,0
23537,3978,-76.97,0
23538,4735,-152.00,0
23539,5847,-258.78,0
23540,6668,-367.18,0
23541,6783,-454.42,0
23542,6183,-507.93,0
23543,5219,-525.07,0
23544,4471,-509.78,0
23545,4317,-468.26,0
23546,4871,-406.38,0
23547,5878,-329.80,0
23548,6774,-245.59,0
23549,7073,-163.06,0
23550,6584,-92.95,0
23551,5527,-45.34,0
23552,4480,-27.24,0
23553,3961,-40.73,0
23554,4215,-82.27,0
23555,5060,-143.83,0
23556,6078,-215.51,0
23557,6669,-288.14,0
23558,6495,-354.77,0
23559,5682,-410.84,0
23560,4682,-453.79,0
23561,4072,-481.94,0
23562,4164,-493.48,0
23563,4941,-486.54,0
23564,6042,-460.49,0
23565,6825,-417.43,0
23566,6868,-362.73,0
23567,6157,-304.74,0
23568,5057,-253.47,0
23569,4209,-218.06,0
23570,4048,-203.56,0
23571,4680,-208.56,0
23572,5815,-225.12,0
23573,6838,-241.23,0
23574,7212,-244.89,0
23575,6755,-228.32,0
23576,5734,-190.82,0
23577,4719,-138.78,0
23578,4245,-82.76,0
23579,4561,-33.25,0
23580,5485,2.72,0
23581,6541,22.81,0
23582,7108,28.61,0
23583,6892,23.74,0
23584,6003,11.83,0
23585,4939,-4.71,0
23586,4278,-24.34,0
23587,4386,-45.00,0
23588,5185,-63.17,0
23589,6306,-74.24,0
23590,7149,-74.05,0
23591,7211,-60.45,0
23592,6526,-34.43,0
23593,5442,-0.39,0
23594,4560,34.98,0
23595,4329,65.01,0
23596,4888,85.08,0
23597,5936,93.66,0
23598,6885,92.10,0
23599,7264,83.73,0
23600,6821,72.55,0
23601,5821,62.13,0
23602,4772,54.66,0
23603,4274,50.35,0
23604,4579,47.74,0
23605,5510,44.73,0
23606,6623,39.91,0
23607,7279,33.66,0
23608,7132,28.48,0
23609,6293,27.97,0
23610,5208,35.05,0
23611,4521,50.41,0
23612,4553,72.32,0
23613,5270,97.38,0
23614,6326,121.26,0
23615,7111,139.44,0
23616,7186,148.29,0
23617,6512,146.03,0
23618,5478,133.19,0
23619,4709,112.84,0
23620,4608,90.91,0
23621,5245,75.85,0
23622,6355,76.65,0
23623,7329,99.63,0
23624,7675,145.91,0
23625,7194,210.54,0
23626,6165,283.51,0
23627,5178,352.55,0
23628,4780,407.06,0
23629,5169,441.78,0
23630,6152,458.37,0
23631,7204,463.70,0
23632,7762,466.05,0
23633,7516,471.18,0
23634,6600,480.22,0
23635,5502,489.97,0
23636,4829,495.22,0
23637,4937,492.02,0
23638,5758,480.03,0
23639,6835,462.82,0
23640,7563,445.70,0
23641,7525,432.44,0
23642,6725,422.54,0
23643,5560,410.95,0
23644,4691,390.39,0
23645,4557,355.50,0
23646,5208,306.67,0
23647,6363,251.09,0
23648,7380,200.55,0
23649,7771,167.34,0
23650,7328,160.07,0
23651,6323,181.03,0
23652,5289,225.74,0
23653,4816,284.59,0
23654,5098,345.62,0
23655,5973,397.36,0
23656,6948,430.69,0
23657,7438,439.66,0
23658,7164,421.79,0
23659,6253,378.14,0
23660,5167,313.20,0
23661,4480,234.63,0
23662,4539,152.08,0
23663,5257,75.16,0
23664,6267,10.72,0
23665,6969,-39.16,0
23666,6973,-77.32,0
23667,6264,-109.69,0
23668,5198,-142.29,0
23669,4406,-178.36,0
23670,4258,-216.71,0
23671,4841,-252.14,0
23672,5865,-278.17,0
23673,6744,-290.57,0
23674,6976,-289.76,0
23675,6404,-281.24,0
23676,5337,-274.04,0
23677,4389,-277.43,0
23678,4038,-296.68,0
23679,4493,-329.84,0
23680,5568,-367.64,0
23681,6728,-396.58,0
23682,7342,-403.49,0
23683,7093,-380.16,0
23684,6128,-326.63,0
23685,4946,-252.15,0
23686,4187,-172.90,0
23687,4177,-107.19,0
23688,4892,-70.30,0
23689,5921,-70.82,0
23690,6660,-109.40,0
23691,6697,-179.41,0
23692,6038,-269.02,0
23693,5060,-363.62,0
23694,4339,-447.83,0
23695,4238,-507.33,0
23696,4834,-531.37,0
23697,5843,-515.97,0
23698,6730,-466.03,0
23699,6998,-394.52,0
23700,6494,-318.60,0
23701,5485,-254.60,0
23702,4540,-213.61,0
23703,4130,-198.92,0
23704,4471,-206.29,0
23705,5386,-226.90,0
23706,6359,-251.60,0
23707,6807,-274.46,0
23708,6493,-294.39,0
23709,5568,-314.64,0
23710,4549,-340.06,0
23711,3996,-373.28,0
23712,4224,-411.61,0
23713,5131,-446.60,0
23714,6325,-466.61,0
23715,7153,-461.06,0
23716,7201,-424.17,0
23717,6454,-357.40,0
23718,5333,-269.75,0
23719,4465,-175.64,0
23720,4272,-90.79,0
23721,4848,-27.72,0
23722,5881,6.89,0
23723,6778,12.66,0
23724,7026,-5.86,0
23725,6487,-41.60,0
23726,5435,-87.35,0
23727,4463,-137.09,0
23728,4090,-185.84,0
23729,4497,-228.83,0
23730,5488,-261.17,0
23731,6542,-278.80,0
23732,7068,-279.90,0
23733,6777,-265.98,0
23734,5846,-242.10,0
23735,4786,-215.72,0
23736,4153,-194.18,0
23737,4265,-182.09,0
23738,5042,-180.23,0
23739,6125,-186.56,0
23740,6860,-197.96,0
23741,6879,-211.48,0
23742,6158,-224.95,0
23743,5102,-237.06,0
23744,4323,-246.83,0
23745,4189,-252.84,0
23746,4755,-253.15,0
23747,5736,-246.73,0
23748,6580,-235.30,0
23749,6810,-223.79,0
23750,6271,-218.77,0
23751,5272,-225.87,0
23752,4385,-247.14,0
23753,4079,-279.24,0
23754,4523,-313.52,0
23755,5502,-338.66,0
23756,6509,-345.19,0
23757,6986,-329.38,0
23758,6656,-294.80,0
23759,5705,-251.18,0
23760,4651,-211.00,0
23761,4038,-185.01,0
23762,4176,-178.45,0
23763,4975,-189.97,0
23764,6072,-213.46,0
23765,6850,-240.86,0
23766,6917,-264.44,0
23767,6293,-277.85,0
23768,5329,-276.41,0
23769,4594,-256.98,0
23770,4462,-218.12,0
23771,5004,-161.25,0
23772,5933,-92.19,0
23773,6697,-21.81,0
23774,6842,35.61,0
23775,6262,65.95,0
23776,5237,59.51,0
23777,4365,14.67,0
23778,4093,-60.35,0
23779,4548,-148.61,0
23780,5529,-229.17,0
23781,6567,-283.76,0
23782,7081,-302.19,0
23783,6778,-284.24,0
23784,5853,-238.52,0
23785,4793,-179.17,0
23786,4162,-121.41,0
23787,4262,-77.37,0
23788,5004,-53.87,0
23789,6033,-52.60,0
23790,6745,-71.41,0
23791,6743,-105.49,0
23792,6016,-148.36,0
23793,4979,-193.05,0
23794,4232,-233.12,0
23795,4146,-263.08,0
23796,4756,-278.63,0
23797,5779,-277.73,0
23798,6613,-261.83,0
23799,6790,-236.27,0
23800,6213,-209.39,0
23801,5184,-190.55,0
23802,4294,-187.04,0
23803,4002,-200.92,0
23804,4473,-227.48,0
23805,5493,-256.55,0
23806,6561,-276.26,0
23807,7070,-277.12,0
23808,6762,-255.10,0
23809,5817,-212.89,0
23810,4742,-159.25,0
23811,4149,-105.94,0
23812,4303,-63.57,0
23813,5111,-38.20,0
23814,6197,-30.47,0
23815,6932,-36.64,0
23816,6928,-50.51,0
23817,6193,-65.49,0
23818,5144,-76.52,0
23819,4363,-80.92,0
23820,4212,-78.21,0
23821,4788,-69.68,0
23822,5777,-58.36,0
23823,6614,-48.75,0
23824,6813,-45.78,0
23825,6245,-53.52,0
23826,5217,-74.10,0
23827,4299,-107.07,0
23828,3958,-148.87,0
23829,4362,-193.13,0
23830,5327,-232.39,0
23831,6357,-260.41,0
23832,6857,-273.80,0
23833,6571,-272.35,0
23834,5660,-258.81,0
23835,4637,-237.98,0
23836,4091,-215.14,0
23837,4280,-193.98,0
23838,5131,-175.40,0
23839,6218,-157.90,0
23840,6915,-139.16,0
23841,6851,-117.80,0
23842,6059,-94.75,0
23843,4973,-73.53,0
23844,4209,-58.81,0
23845,4124,-53.90,0
23846,4758,-58.71,0
23847,5807,-69.97,0
23848,6706,-83.00,0
23849,6971,-93.46,0
23850,6479,-98.25,0
23851,5531,-95.58,0
