sample,adc,filtered,lead_off
50802,5284,-1802.82,0
50803,5331,-1300.12,0
50804,5337,-860.87,0
50805,5301,-529.29,0
50806,5245,-320.83,0
50807,5191,-226.21,0
50808,5158,-219.73,0
50809,5150,-268.95,0
50810,5164,-343.32,0
50811,5187,-419.73,0
50812,5195,-484.31,0
50813,5177,-531.23,0
50814,5139,-560.00,0
50815,5105,-572.78,0
50816,5091,-572.68,0
50817,5109,-563.07,0
50818,5159,-547.47,0
50819,5220,-529.46,0
50820,5263,-512.23,0
50821,5274,-497.77,0
50822,5257,-486.35,0
50823,5230,-476.55,0
50824,5212,-465.92,0
50825,5209,-452.18,0
50826,5230,-434.42,0
50827,5273,-413.85,0
50828,5312,-393.41,0
50829,5323,-376.37,0
50830,5306,-364.84,0
50831,5277,-358.85,0
50832,5254,-356.39,0
50833,5256,-354.33,0
50834,5284,-349.78,0
50835,5333,-341.21,0
50836,5379,-328.93,0
50837,5403,-314.65,0
50838,5390,-300.45,0
50839,5351,-287.80,0
50840,5312,-277.09,0
50841,5296,-267.80,0
50842,5303,-259.11,0
50843,5341,-250.58,0
50844,5398,-242.52,0
50845,5441,-235.69,0
50846,5454,-230.53,0
50847,5439,-226.57,0
50848,5414,-222.29,0
50849,5393,-215.62,0
50850,5404,-204.86,0
50851,5442,-189.53,0
50852,5509,-170.58,0
50853,5559,-150.05,0
50854,5589,-130.05,0
50855,5589,-111.89,0
50856,5564,-95.58,0
50857,5532,-80.02,0
50858,5516,-63.85,0
50859,5525,-46.47,0
50860,5566,-28.68,0
50861,5608,-12.47,0
50862,5652,-0.03,0
50863,5660,7.52,0
50864,5647,10.87,0
50865,5620,12.46,0
50866,5613,15.46,0
50867,5629,22.45,0
50868,5673,34.46,0
50869,5733,50.70,0
50870,5781,69.14,0
50871,5797,87.56,0
50872,5787,104.52,0
50873,5755,119.76,0
50874,5734,133.97,0
50875,5737,148.07,0
50876,5764,162.55,0
50877,5821,177.01,0
50878,5881,190.46,0
50879,5909,201.96,0
50880,5902,211.38,0
50881,5876,219.52,0
50882,5854,227.73,0
50883,5838,237.35,0
50884,5861,249.01,0
50885,5912,262.26,0
50886,5965,275.79,0
50887,6001,288.08,0
50888,6019,298.18,0
50889,6011,306.23,0
50890,5995,313.56,0
50891,6000,322.20,0
50892,6026,334.03,0
50893,6075,350.02,0
50894,6126,369.79,0
50895,6165,391.70,0
50896,6170,413.46,0
50897,6150,432.92,0
50898,6121,448.72,0
50899,6101,460.61,0
50900,6112,469.26,0
50901,6151,475.80,0
50902,6204,481.34,0
50903,6244,486.59,0
50904,6255,491.77,0
50905,6235,496.70,0
50906,6199,501.07,0
50907,6169,504.66,0
50908,6162,507.49,0
50909,6174,509.72,0
50910,6220,511.40,0
50911,6264,512.33,0
50912,6281,512.14,0
50913,6269,510.60,0
50914,6231,507.72,0
50915,6197,503.84,0
50916,6181,499.54,0
50917,6196,495.55,0
50918,6237,492.49,0
50919,6287,490.66,0
50920,6321,489.99,0
50921,6328,490.17,0
50922,6296,490.90,0
50923,6250,491.96,0
50924,6217,493.15,0
50925,6201,494.13,0
50926,6201,494.25,0
50927,6213,492.45,0
50928,6220,487.19,0
50929,6200,476.92,0
50930,6144,460.53,0
50931,6067,437.83,0
50932,5993,409.44,0
50933,5933,376.52,0
50934,5906,340.28,0
50935,5905,301.62,0
50936,5910,261.03,0
50937,5891,218.86,0
50938,5840,175.56,0
50939,5765,131.78,0
50940,5689,88.31,0
50941,5626,45.91,0
50942,5589,5.10,0
50943,5582,-34.05,0
50944,5591,-71.98,0
50945,5593,-109.32,0
50946,5565,-146.51,0
50947,5512,-183.42,0
50948,5447,-219.33,0
50949,5389,-253.26,0
50950,5353,-284.32,0
50951,5351,-312.18,0
50952,5370,-337.21,0
50953,5387,-360.27,0
50954,5381,-382.26,0
50955,5356,-403.66,0
50956,5321,-424.30,0
50957,5292,-443.22,0
50958,5293,-458.93,0
50959,5313,-469.87,0
50960,5353,-474.91,0
50961,5391,-473.95,0
50962,5408,-467.93,0
50963,5394,-458.61,0
50964,5351,-448.03,0
50965,5304,-438.01,0
50966,5275,-429.91,0
50967,5269,-424.51,0
50968,5298,-422.12,0
50969,5341,-422.61,0
50970,5368,-425.47,0
50971,5369,-429.80,0
50972,5342,-434.45,0
50973,5297,-438.22,0
50974,5279,-440.15,0
50975,5287,-439.62,0
50976,5325,-436.31,0
50977,5380,-430.15,0
50978,5426,-421.28,0
50979,5442,-410.09,0
50980,5426,-397.12,0
50981,5390,-383.09,0
50982,5361,-368.76,0
50983,5353,-354.80,0
50984,5376,-341.72,0
50985,5415,-329.82,0
50986,5453,-319.31,0
50987,5474,-310.33,0
50988,5459,-303.00,0
50989,5422,-297.32,0
50990,5389,-293.09,0
50991,5371,-289.91,0
50992,5379,-287.18,0
50993,5413,-284.33,0
50994,5454,-280.98,0
50995,5473,-277.12,0
50996,5463,-273.09,0
50997,5435,-269.48,0
50998,5408,-266.75,0
50999,5396,-264.95,0
51000,5402,-263.39,0
51001,5439,-260.96,0
51002,5483,-256.61,0
51003,5516,-249.85,0
51004,5521,-240.94,0
51005,5493,-230.79,0
51006,5452,-220.68,0
51007,5420,-211.84,0
51008,5411,-205.05,0
51009,5426,-200.50,0
51010,5460,-197.91,0
51011,5495,-196.80,0
51012,5506,-196.73,0
51013,5488,-197.42,0
51014,5453,-198.65,0
51015,5419,-200.21,0
51016,5402,-201.75,0
51017,5420,-202.75,0
51018,5459,-202.63,0
51019,5499,-200.95,0
51020,5522,-197.57,0
51021,5509,-192.80,0
51022,5474,-187.38,0
51023,5422,-182.27,0
51024,5387,-178.42,0
51025,5382,-176.56,0
51026,5408,-176.99,0
51027,5444,-179.54,0
51028,5476,-183.67,0
51029,5485,-188.60,0
51030,5456,-193.49,0
51031,5413,-197.60,0
51032,5376,-200.47,0
51033,5352,-201.98,0
51034,5363,-202.43,0
51035,5395,-202.44,0
51036,5422,-202.80,0
51037,5432,-204.20,0
51038,5419,-207.07,0
51039,5381,-211.38,0
51040,5346,-216.61,0
51041,5323,-221.88,0
51042,5329,-226.26,0
51043,5361,-229.08,0
51044,5396,-230.14,0
51045,5420,-229.72,0
51046,5412,-228.37,0
51047,5372,-226.75,0
51048,5324,-225.46,0
51049,5292,-224.98,0
51050,5287,-225.60,0
51051,5314,-227.34,0
51052,5358,-229.90,0
51053,5389,-232.80,0
51054,5388,-235.42,0
51055,5356,-237.33,0
51056,5318,-238.41,0
51057,5291,-238.82,0
51058,5286,-238.66,0
51059,5306,-237.83,0
51060,5340,-236.09,0
51061,5372,-233.37,0
51062,5377,-229.95,0
51063,5355,-226.46,0
51064,5317,-223.70,0
51065,5281,-222.29,0
51066,5259,-222.40,0
51067,5263,-223.72,0
51068,5292,-225.68,0
51069,5330,-227.77,0
51070,5353,-229.68,0
51071,5353,-231.23,0
51072,5325,-232.23,0
51073,5293,-232.45,0
51074,5271,-231.56,0
51075,5281,-229.20,0
51076,5316,-225.12,0
51077,5354,-219.21,0
51078,5382,-211.70,0
51079,5386,-203.22,0
51080,5363,-194.68,0
51081,5325,-186.98,0
51082,5301,-180.69,0
51083,5297,-175.92,0
51084,5322,-172.24,0
51085,5368,-168.93,0
51086,5413,-165.26,0
51087,5429,-160.65,0
51088,5412,-154.81,0
51089,5378,-147.89,0
51090,5348,-140.37,0
51091,5331,-132.80,0
51092,5340,-125.64,0
51093,5376,-119.16,0
51094,5419,-113.55,0
51095,5446,-108.84,0
51096,5443,-104.92,0
51097,5411,-101.55,0
51098,5374,-98.46,0
51099,5348,-95.42,0
51100,5352,-92.32,0
51101,5375,-89.09,0
51102,5416,-85.80,0
51103,5440,-82.63,0
51104,5442,-79.87,0
51105,5420,-77.82,0
51106,5387,-76.65,0
51107,5366,-76.22,0
51108,5364,-75.99,0
51109,5384,-75.15,0
51110,5418,-73.05,0
51111,5446,-69.46,0
51112,5456,-64.81,0
51113,5434,-59.98,0
51114,5392,-55.98,0
51115,5355,-53.63,0
51116,5348,-53.27,0
51117,5370,-54.63,0
51118,5415,-56.76,0
51119,5458,-58.34,0
51120,5483,-58.16,0
51121,5477,-55.52,0
51122,5445,-50.45,0
51123,5407,-43.61,0
51124,5381,-36.02,0
51125,5386,-28.71,0
51126,5419,-22.44,0
51127,5472,-17.56,0
51128,5511,-13.88,0
51129,5523,-10.75,0
51130,5503,-7.35,0
51131,5462,-2.98,0
51132,5423,2.60,0
51133,5411,9.06,0
51134,5431,15.58,0
51135,5463,21.22,0
51136,5494,25.16,0
51137,5504,26.92,0
51138,5479,26.38,0
51139,5437,23.76,0
51140,5400,19.49,0
51141,5389,14.19,0
51142,5403,8.66,0
51143,5439,3.82,0
51144,5476,0.44,0
51145,5495,-1.11,0
51146,5485,-0.92,0
51147,5452,0.46,0
51148,5415,2.36,0
51149,5386,4.14,0
51150,5385,5.43,0
51151,5412,6.06,0
51152,5457,6.02,0
51153,5495,5.46,0
51154,5507,4.76,0
51155,5488,4.53,0
51156,5453,5.41,0
51157,5426,7.86,0
51158,5421,12.00,0
51159,5434,17.61,0
51160,5474,24.09,0
51161,5515,30.60,0
51162,5527,36.32,0
51163,5512,40.77,0
51164,5479,43.80,0
51165,5439,45.57,0
51166,5423,46.43,0
51167,5434,46.78,0
51168,5479,47.00,0
51169,5537,47.45,0
51170,5588,48.69,0
51171,5626,51.62,0
51172,5650,57.60,0
51173,5669,68.39,0
51174,5692,85.88,0
51175,5735,111.48,0
51176,5797,145.55,0
51177,5858,186.99,0
51178,5885,233.23,0
51179,5891,280.59,0
51180,5870,324.83,0
51181,5844,362.10,0
51182,5832,389.99,0
51183,5849,408.05,0
51184,5894,417.88,0
51185,5941,422.51,0
51186,5978,425.29,0
51187,6007,428.88,0
51188,5987,434.66,0
51189,5951,442.74,0
51190,5917,452.20,0
51191,5893,461.55,0
51192,5884,469.17,0
51193,5883,473.56,0
51194,5874,473.26,0
51195,5846,466.79,0
51196,5786,452.77,0
51197,5714,430.23,0
51198,5640,398.97,0
51199,5588,359.88,0
51200,5571,315.02,0
51201,5578,267.31,0
51202,5605,220.02,0
51203,5613,176.14,0
51204,5582,137.88,0
51205,5518,106.11,0
51206,5443,80.16,0
51207,5386,58.09,0
51208,5352,37.38,0
51209,5348,15.86,0
51210,5369,-7.76,0
51211,5386,-33.72,0
51212,5389,-61.22,0
51213,5362,-88.80,0
51214,5330,-114.67,0
51215,5300,-137.10,0
51216,5285,-154.69,0
51217,5308,-166.58,0
51218,5353,-172.57,0
51219,5401,-173.04,0
51220,5433,-168.77,0
51221,5437,-160.75,0
51222,5414,-149.99,0
51223,5381,-137.45,0
51224,5357,-124.07,0
51225,5346,-110.84,0
51226,5352,-98.87,0
51227,5353,-89.58,0
51228,5328,-84.65,0
51229,5269,-86.02,0
51230,5212,-95.53,0
51231,5199,-114.26,0
51232,5246,-141.23,0
51233,5379,-172.18,0
51234,5629,-199.07,0
51235,5996,-210.38,0
51236,6465,-191.84,0
51237,7020,-127.48,0
51238,7620,-0.96,0
51239,8249,202.59,0
51240,8900,494.21,0
51241,9564,878.83,0
51242,10242,1353.55,0
51243,10881,1907.30,0
51244,10994,2520.60,0
51245,10986,3163.58,0
51246,10990,3794.39,0
51247,10913,4364.07,0
51248,10290,4826.65,0
51249,9087,5144.29,0
51250,7562,5282.47,0
51251,6032,5203.19,0
51252,4753,4867.58,0
51253,3890,4250.58,0
51254,3412,3360.05,0
51255,3254,2249.49,0
51256,3345,1016.54,0
51257,3607,-212.83,0
51258,3971,-1308.71,0
51259,4367,-2162.13,0
51260,4722,-2704.11,0
51261,5009,-2915.23,0
51262,5200,-2824.75,0
51263,5290,-2500.72,0
51264,5309,-2034.11,0
51265,5286,-1520.56,0
51266,5264,-1043.64,0
51267,5251,-662.61,0
51268,5266,-406.68,0
51269,5260,-276.25,0
51270,5258,-249.98,0
51271,5233,-294.93,0
51272,5191,-376.60,0
51273,5156,-466.44,0
51274,5129,-545.39,0
51275,5140,-603.91,0
51276,5177,-639.56,0
51277,5227,-653.91,0
51278,5265,-650.16,0
51279,5270,-632.10,0
51280,5252,-604.18,0
51281,5228,-571.76,0
51282,5217,-540.60,0
51283,5230,-515.48,0
51284,5257,-498.78,0
51285,5305,-489.70,0
51286,5339,-484.84,0
51287,5351,-479.75,0
51288,5329,-470.93,0
51289,5292,-457.41,0
51290,5259,-441.07,0
51291,5254,-425.54,0
51292,5277,-414.23,0
51293,5323,-408.53,0
51294,5371,-407.09,0
51295,5394,-406.50,0
51296,5384,-403.04,0
51297,5351,-394.61,0
51298,5321,-381.70,0
51299,5304,-367.02,0
51300,5315,-353.91,0
51301,5349,-344.68,0
51302,5393,-339.50,0
51303,5421,-336.53,0
51304,5422,-333.06,0
51305,5394,-326.99,0
51306,5364,-318.01,0
51307,5353,-307.57,0
51308,5368,-297.88,0
51309,5417,-290.36,0
51310,5467,-284.65,0
51311,5514,-278.65,0
51312,5540,-269.59,0
51313,5529,-255.44,0
51314,5499,-236.02,0
51315,5472,-213.23,0
51316,5463,-190.39,0
51317,5489,-170.83,0
51318,5533,-156.41,0
51319,5580,-146.91,0
51320,5610,-140.29,0
51321,5599,-133.85,0
51322,5567,-125.64,0
51323,5540,-115.43,0
51324,5529,-104.54,0
51325,5547,-94.80,0
51326,5594,-87.34,0
51327,5650,-81.83,0
51328,5695,-76.50,0
51329,5715,-69.02,0
51330,5698,-57.57,0
51331,5677,-41.80,0
51332,5668,-22.97,0
51333,5685,-3.25,0
51334,5726,15.41,0
51335,5783,32.19,0
51336,5824,47.60,0
51337,5842,62.90,0
51338,5833,79.15,0
51339,5814,96.48,0
51340,5803,113.99,0
51341,5809,130.33,0
51342,5848,144.52,0
51343,5905,156.60,0
51344,5957,167.74,0
51345,5995,179.75,0
51346,6001,194.21,0
51347,5987,211.77,0
51348,5973,231.81,0
51349,5973,252.75,0
51350,5997,272.85,0
51351,6051,290.94,0
51352,6107,306.94,0
51353,6146,321.77,0
51354,6156,336.70,0
51355,6140,352.56,0
51356,6119,369.21,0
51357,6119,385.63,0
51358,6141,400.61,0
51359,6196,413.60,0
51360,6263,425.14,0
51361,6322,436.81,0
51362,6347,450.54,0
51363,6340,467.67,0
51364,6312,488.21,0
51365,6285,510.62,0
51366,6278,532.36,0
51367,6298,550.79,0
51368,6340,564.13,0
51369,6375,571.98,0
51370,6392,575.16,0
51371,6377,575.14,0
51372,6345,573.23,0
51373,6310,570.15,0
51374,6301,566.02,0
51375,6317,560.81,0
51376,6354,554.84,0
51377,6397,548.92,0
51378,6429,544.20,0
51379,6428,541.65,0
51380,6397,541.65,0
51381,6368,543.68,0
51382,6341,546.46,0
51383,6341,548.51,0
51384,6365,548.68,0
51385,6400,546.58,0
51386,6424,542.51,0
51387,6420,537.19,0
51388,6385,531.20,0
51389,6332,524.56,0
51390,6278,516.62,0
51391,6244,506.29,0
51392,6233,492.50,0
51393,6233,474.60,0
51394,6228,452.50,0
51395,6195,426.54,0
51396,6125,397.02,0
51397,6036,363.89,0
51398,5951,326.58,0
51399,5886,284.43,0
51400,5845,237.17,0
51401,5826,185.43,0
51402,5811,130.60,0
51403,5786,74.54,0
51404,5730,18.98,0
51405,5651,-34.88,0
51406,5562,-86.64,0
51407,5501,-136.63,0
51408,5463,-185.45,0
51409,5456,-233.39,0
51410,5469,-280.10,0
51411,5472,-324.60,0
51412,5457,-365.62,0
51413,5416,-402.03,0
51414,5370,-433.28,0
51415,5329,-459.39,0
51416,5314,-480.81,0
51417,5322,-498.11,0
51418,5359,-511.74,0
51419,5392,-521.96,0
51420,5399,-528.83,0
51421,5368,-532.52,0
51422,5322,-533.63,0
51423,5278,-533.37,0
51424,5258,-533.23,0
51425,5270,-534.37,0
51426,5309,-537.14,0
51427,5350,-540.92,0
51428,5370,-544.39,0
51429,5359,-546.16,0
51430,5323,-545.47,0
51431,5292,-542.42,0
51432,5276,-537.80,0
51433,5288,-532.47,0
51434,5326,-526.86,0
51435,5372,-520.80,0
51436,5409,-513.75,0
51437,5416,-505.11,0
51438,5391,-494.68,0
51439,5353,-482.85,0
51440,5320,-470.60,0
51441,5313,-459.15,0
51442,5340,-449.51,0
51443,5385,-442.11,0
51444,5426,-436.57,0
51445,5450,-431.94,0
51446,5429,-427.08,0
51447,5394,-421.19,0
51448,5366,-414.13,0
51449,5352,-406.31,0
51450,5389,-398.28,0
51451,5416,-390.27,0
51452,5469,-382.12,0
51453,5495,-373.43,0
51454,5486,-363.93,0
51455,5452,-353.67,0
51456,5412,-343.19,0
51457,5383,-333.42,0
51458,5386,-325.29,0
51459,5423,-319.39,0
51460,5471,-315.67,0
51461,5506,-313.37,0
51462,5515,-311.31,0
51463,5486,-308.36,0
51464,5446,-303.95,0
51465,5418,-298.18,0
51466,5405,-291.70,0
51467,5421,-285.35,0
51468,5454,-279.85,0
51469,5486,-275.73,0
51470,5500,-273.18,0
51471,5486,-272.06,0
51472,5448,-271.97,0
51473,5406,-272.42,0
51474,5390,-272.99,0
51475,5398,-273.45,0
51476,5429,-273.66,0
51477,5473,-273.55,0
51478,5500,-272.98,0
51479,5501,-271.75,0
51480,5470,-269.58,0
51481,5431,-266.29,0
51482,5402,-262.00,0
51483,5396,-257.12,0
51484,5420,-252.28,0
51485,5457,-248.14,0
51486,5488,-245.18,0
51487,5485,-243.52,0
51488,5452,-243.04,0
51489,5411,-243.53,0
51490,5379,-244.85,0
51491,5366,-246.85,0
51492,5380,-249.27,0
51493,5415,-251.78,0
51494,5443,-254.12,0
51495,5442,-256.13,0
51496,5421,-257.91,0
51497,5383,-259.76,0
51498,5355,-262.01,0
51499,5335,-264.72,0
51500,5355,-267.52,0
51501,5381,-269.76,0
51502,5407,-270.86,0
51503,5413,-270.62,0
51504,5384,-269.54,0
51505,5331,-268.70,0
51506,5281,-269.54,0
51507,5250,-273.29,0
51508,5262,-280.45,0
51509,5284,-290.43,0
51510,5329,-301.68,0
51511,5364,-312.24,0
51512,5366,-320.28,0
51513,5343,-324.57,0
51514,5307,-324.73,0
51515,5274,-321.17,0
51516,5267,-314.93,0
51517,5293,-307.29,0
51518,5332,-299.40,0
51519,5365,-292.09,0
51520,5368,-285.77,0
51521,5344,-280.65,0
51522,5302,-276.94,0
51523,5261,-274.80,0
51524,5246,-274.30,0
51525,5260,-275.23,0
51526,5297,-277.08,0
51527,5325,-279.10,0
51528,5340,-280.62,0
51529,5326,-281.32,0
51530,5289,-281.30,0
51531,5248,-280.94,0
51532,5235,-280.64,0
51533,5243,-280.52,0
51534,5277,-280.31,0
51535,5315,-279.42,0
51536,5332,-277.36,0
51537,5323,-274.05,0
51538,5292,-269.98,0
51539,5250,-266.05,0
51540,5222,-263.11,0
51541,5219,-261.64,0
51542,5245,-261.53,0
51543,5286,-262.17,0
51544,5322,-262.70,0
51545,5339,-262.31,0
51546,5325,-260.41,0
51547,5290,-256.74,0
51548,5259,-251.36,0
51549,5250,-244.63,0
51550,5273,-237.03,0
51551,5318,-228.95,0
51552,5364,-220.61,0
51553,5379,-212.00,0
51554,5360,-203.19,0
51555,5325,-194.53,0
51556,5291,-186.66,0
51557,5273,-180.23,0
51558,5277,-175.47,0
51559,5306,-172.20,0
51560,5343,-169.96,0
51561,5370,-168.31,0
51562,5369,-166.86,0
51563,5337,-165.42,0
51564,5301,-163.91,0
51565,5279,-162.36,0
51566,5288,-160.68,0
51567,5324,-158.56,0
51568,5369,-155.38,0
51569,5406,-150.55,0
51570,5419,-143.77,0
51571,5398,-135.20,0
51572,5356,-125.52,0
51573,5328,-115.70,0
51574,5319,-106.71,0
51575,5342,-99.19,0
51576,5387,-93.20,0
51577,5431,-88.34,0
51578,5445,-83.92,0
51579,5429,-79.37,0
51580,5388,-74.51,0
51581,5347,-69.67,0
51582,5327,-65.46,0
51583,5335,-62.41,0
51584,5368,-60.70,0
51585,5408,-60.11,0
51586,5436,-60.17,0
51587,5441,-60.31,0
51588,5411,-60.02,0
51589,5376,-58.92,0
51590,5350,-56.84,0
51591,5351,-53.80,0
51592,5374,-49.94,0
51593,5413,-45.50,0
51594,5447,-40.82,0
51595,5451,-36.32,0
51596,5424,-32.38,0
51597,5391,-29.36,0
51598,5369,-27.42,0
51599,5365,-26.38,0
51600,5394,-25.55,0
51601,5445,-23.99,0
51602,5489,-20.75,0
51603,5505,-15.21,0
51604,5481,-7.37,0
51605,5443,1.99,0
51606,5403,11.47,0
51607,5380,19.56,0
51608,5386,25.17,0
51609,5422,27.88,0
51610,5460,27.96,0
51611,5484,26.15,0
51612,5481,23.43,0
51613,5453,20.63,0
51614,5417,18.42,0
51615,5395,17.21,0
51616,5401,17.26,0
51617,5435,18.74,0
51618,5479,21.76,0
51619,5519,26.30,0
51620,5529,32.16,0
51621,5501,38.98,0
51622,5462,46.17,0
51623,5437,53.03,0
51624,5433,58.94,0
51625,5459,63.72,0
51626,5506,67.64,0
51627,5558,71.29,0
51628,5578,75.39,0
51629,5563,80.51,0
51630,5524,86.81,0
51631,5477,93.89,0
51632,5449,100.84,0
51633,5455,106.57,0
51634,5510,110.16,0
51635,5579,111.44,0
51636,5640,111.35,0
51637,5679,111.91,0
51638,5701,115.74,0
51639,5731,125.51,0
51640,5760,143.47,0
51641,5805,171.16,0
51642,5860,208.82,0
51643,5911,254.95,0
51644,5946,306.27,0
51645,5952,358.11,0
51646,5931,405.46,0
51647,5902,444.08,0
51648,5886,471.51,0
51649,5893,487.58,0
51650,5929,494.29,0
51651,5973,494.98,0
51652,6008,493.30,0
51653,6013,492.04,0
51654,5989,492.55,0
51655,5939,494.57,0
51656,5892,496.77,0
51657,5862,497.39,0
51658,5855,494.91,0
51659,5860,488.41,0
51660,5860,477.53,0
51661,5851,462.12,0
51662,5803,442.11,0
51663,5743,417.49,0
51664,5653,388.42,0
51665,5598,355.31,0
51666,5572,318.84,0
51667,5570,280.01,0
51668,5576,240.20,0
51669,5571,200.79,0
51670,5540,162.82,0
51671,5480,126.74,0
51672,5417,92.48,0
51673,5367,59.70,0
51674,5343,28.16,0
51675,5349,-1.94,0
51676,5379,-30.06,0
51677,5415,-55.45,0
51678,5421,-77.31,0
51679,5402,-94.98,0
51680,5363,-108.20,0
51681,5327,-117.15,0
51682,5317,-122.38,0
51683,5336,-124.54,0
51684,5375,-124.22,0
51685,5420,-121.82,0
51686,5448,-117.69,0
51687,5446,-112.14,0
51688,5423,-105.55,0
51689,5394,-98.24,0
51690,5381,-90.47,0
51691,5379,-82.36,0
51692,5388,-74.02,0
51693,5391,-66.01,0
51694,5372,-59.63,0
51695,5329,-57.00,0
51696,5283,-60.58,0
51697,5287,-72.02,0
51698,5355,-90.76,0
51699,5504,-112.58,0
51700,5770,-129.22,0
51701,6154,-128.82,0
51702,6639,-96.96,0
51703,7201,-17.78,0
51704,7810,124.59,0
51705,8433,344.16,0
51706,9068,650.80,0
51707,9701,1047.99,0
51708,10343,1531.19,0
51709,10914,2087.50,0
51710,11003,2695.68,0
51711,11002,3324.58,0
51712,10979,3932.51,0
51713,10718,4472.07,0
51714,9882,4898.25,0
51715,8586,5171.13,0
51716,7056,5251.72,0
51717,5603,5099.47,0
51718,4472,4679.14,0
51719,3736,3976.56,0
51720,3371,3015.21,0
51721,3293,1863.85,0
51722,3437,630.11,0
51723,3728,-558.14,0
51724,4098,-1577.22,0
51725,4484,-2330.66,0
51726,4832,-2765.15,0
51727,5112,-2876.75,0
51728,5289,-2707.05,0
51729,5364,-2331.44,0
51730,5363,-1842.53,0
51731,5328,-1332.61,0
51732,5286,-878.34,0
51733,5261,-530.45,0
51734,5262,-310.11,0
51735,5265,-211.74,0
51736,5263,-210.68,0
51737,5239,-273.13,0
51738,5196,-365.52,0
51739,5160,-460.99,0
51740,5144,-542.12,0
51741,5161,-600.40,0
51742,5209,-633.70,0
51743,5269,-643.56,0
51744,5310,-633.30,0
51745,5322,-607.38,0
51746,5300,-571.38,0
51747,5266,-531.88,0
51748,5243,-495.56,0
51749,5241,-467.65,0
51750,5268,-450.51,0
51751,5318,-443.03,0
51752,5362,-441.32,0
51753,5381,-440.40,0
51754,5371,-436.19,0
51755,5339,-427.09,0
51756,5320,-414.11,0
51757,5322,-399.86,0
51758,5349,-386.73,0
51759,5395,-375.51,0
51760,5447,-365.14,0
51761,5478,-353.50,0
51762,5473,-338.78,0
51763,5443,-320.68,0
51764,5414,-300.86,0
51765,5402,-282.19,0
51766,5418,-267.25,0
51767,5457,-257.03,0
51768,5505,-250.39,0
51769,5536,-244.79,0
51770,5536,-237.58,0
51771,5506,-227.44,0
51772,5467,-215.08,0
51773,5447,-202.79,0
51774,5454,-193.14,0
51775,5488,-187.48,0
51776,5536,-185.16,0
51777,5575,-183.87,0
51778,5597,-180.80,0
51779,5587,-174.00,0
51780,5552,-163.22,0
51781,5531,-149.93,0
51782,5531,-136.45,0
51783,5552,-124.76,0
51784,5594,-115.46,0
51785,5633,-107.78,0
51786,5656,-100.19,0
51787,5649,-91.43,0
51788,5612,-81.29,0
51789,5577,-70.86,0
51790,5562,-61.97,0
51791,5576,-56.19,0
51792,5620,-53.87,0
51793,5685,-53.71,0
51794,5715,-53.21,0
51795,5731,-49.75,0
51796,5713,-41.79,0
51797,5684,-29.53,0
51798,5666,-14.67,0
51799,5673,0.50,0
51800,5714,14.19,0
51801,5765,25.86,0
51802,5817,36.30,0
51803,5835,46.97,0
51804,5821,59.06,0
51805,5790,72.74,0
51806,5773,86.98,0
51807,5776,100.23,0
51808,5807,111.40,0
51809,5865,120.55,0
51810,5924,128.91,0
51811,5960,138.31,0
51812,5969,150.37,0
51813,5961,165.74,0
51814,5953,183.87,0
51815,5953,203.57,0
51816,5979,223.59,0
51817,6036,243.27,0
51818,6100,262.63,0
51819,6147,282.32,0
51820,6162,303.04,0
51821,6150,324.94,0
51822,6129,347.28,0
51823,6114,368.65,0
51824,6127,387.63,0
51825,6176,403.42,0
51826,6240,416.33,0
51827,6290,427.70,0
51828,6315,439.28,0
51829,6301,452.36,0
51830,6265,467.09,0
51831,6230,482.31,0
51832,6224,496.10,0
51833,6243,506.64,0
51834,6289,513.04,0
51835,6340,515.68,0
51836,6373,515.94,0
51837,6369,515.60,0
51838,6334,516.08,0
51839,6305,517.86,0
51840,6290,520.52,0
51841,6301,523.25,0
51842,6341,525.43,0
51843,6385,527.01,0
51844,6415,528.35,0
51845,6418,529.92,0
51846,6382,531.83,0
51847,6349,533.60,0
51848,6325,534.38,0
51849,6321,533.37,0
51850,6346,530.35,0
51851,6381,525.73,0
51852,6405,520.27,0
51853,6401,514.69,0
51854,6361,509.13,0
51855,6307,502.96,0
51856,6251,494.99,0
51857,6216,483.88,0
51858,6196,468.70,0
51859,6198,449.17,0
51860,6191,425.47,0
51861,6178,398.08,0
51862,6124,367.44,0
51863,6050,333.88,0
51864,5965,297.52,0
51865,5896,258.35,0
51866,5847,216.35,0
51867,5834,171.71,0
51868,5829,124.88,0
51869,5810,76.69,0
51870,5763,28.10,0
51871,5686,-20.10,0
51872,5607,-67.56,0
51873,5545,-114.29,0
51874,5507,-160.34,0
51875,5495,-205.45,0
51876,5500,-248.94,0
51877,5503,-290.01,0
51878,5488,-328.00,0
51879,5445,-362.54,0
51880,5388,-393.66,0
51881,5337,-421.66,0
51882,5313,-446.94,0
51883,5310,-469.75,0
51884,5328,-490.10,0
51885,5352,-507.86,0
51886,5359,-523.00,0
51887,5344,-535.63,0
51888,5302,-546.03,0
51889,5265,-554.59,0
51890,5245,-561.65,0
51891,5255,-567.36,0
51892,5290,-571.48,0
51893,5330,-573.52,0
51894,5362,-572.97,0
51895,5360,-569.55,0
51896,5335,-563.47,0
51897,5296,-555.47,0
51898,5273,-546.57,0
51899,5270,-537.83,0
51900,5296,-529.90,0
51901,5339,-522.99,0
51902,5368,-516.85,0
51903,5373,-511.08,0
51904,5354,-505.40,0
